Car_Name,Make,Model,Make_Year,Color,Body_Type,Mileage_Run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity_L,Engine_Type,CC_Displacement,Transmission,Transmission_Type,Power_BHP,Torque_Nm,Mileage_kmpl,Emission,Price
Volkswagen Polo [2010-2014] Comfortline 1.2L (P),Volkswagen,Polo,2011,red,hatchback,55512.00,1st,5,petrol,45,MPI Petrol Engine,1199,5-Speed,Manual,74,110,16.20,BS IV,435000.00
Hyundai Verna [2011-2015] Fluidic 1.6 CRDi SX Opt AT,Hyundai,Verna,2014,white,sedan,81335.00,2nd,5,diesel,43,Front Wheel Drive,1582,4-Speed,Manual,126,260,21.90,BS III,772000.00
Maruti Suzuki Alto 800 [2012-2016] Vxi,Maruti Suzuki,Alto 800,2015,silver,hatchback,25388.00,1st,5,petrol,35,F8D,796,5-Speed,Manual,47.3,69,22.74,BS III,331000.00
Renault Kiger RXZ MT Dual Tone,Renault,Kiger,2021,white,suv,17120.00,1st,5,petrol,40,"1.0L Energy	",1298,5-Speed,Automatic,71,96,19.70,BS IV,830000.00
Renault Kwid RXT,Renault,Kwid,2021,silver,hatchback,25170.00,1st,5,petrol,28,0.8L,799,5-Speed,Automatic,53,72,20.71,BS IV,485000.00
Maruti Suzuki Ritz [2012-2017] Vxi,Maruti Suzuki,Ritz,2014,brown,hatchback,67154.00,2nd,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85,113,18.50,BS IV,405000.00
Maruti Suzuki Wagon R 1.0 [2010-2019] LXI,Maruti Suzuki,Wagon R 1.0,2012,grey,hatchback,40078.00,1st,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,18.90,BS V,347000.00
Maruti Suzuki Alto 800 [2016-2019] Vxi,Maruti Suzuki,Alto 800,2017,grey,hatchback,10100.00,1st,5,petrol,35,F8D Petrol Engine,796,5-Speed,Manual,47.3,69,22.00,BS V,369000.00
Hyundai Elite i20 [2018-2020] Asta 1.2,Hyundai,Elite i20,2018,red,hatchback,23326.00,1st,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Automatic,82,115,18.60,BS V,768000.00
Honda Jazz [2015-2020] SV MT,Honda,Jazz,2016,red,hatchback,56762.00,1st,5,petrol,40,i-VTEC Petrol Engine,1199,5-Speed,Automatic,88.7,110,18.70,BS V,578000.00
Maruti Suzuki Alto 800 Vxi Plus,Maruti Suzuki,Alto 800,2021,white,hatchback,6363.00,1st,5,petrol,35,F8D Petrol Engine,796,5-Speed,Manual,47.3,69,22.05,BS IV,417000.00
Maruti Suzuki Wagon R 1.0 [2010-2019] LXI,Maruti Suzuki,Wagon R 1.0,2012,blue,hatchback,49799.00,1st,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,18.90,BS V,349000.00
Honda Jazz [2015-2020] SV MT,Honda,Jazz,2016,white,hatchback,94873.00,1st,5,petrol,40,i-VTEC Petrol Engine,1199,5-Speed,Automatic,88.7,110,18.70,BS V,576000.00
Ford EcoSport [2015-2017] Trend+ 1.0L EcoBoost,Ford,EcoSport,2016,blue,suv,69414.00,1st,5,petrol,52,1.0L Ecoboost (Petrol),999,5-Speed,Manual,124,170,18.90,BS IV,629000.00
Hyundai i10 [2010-2016] Sportz Petrol,Hyundai,i10,2014,red,hatchback,40450.00,1st,5,petrol,35,DOHC Kappa2 Engine,1197,5-Speed,Manual,78.9,111.8,20.36,BS III,423000.00
Ford EcoSport [2013-2015] Titanium 1.5L TDCi,Ford,EcoSport,2014,white,suv,86120.00,1st,5,diesel,52,TDCi Diesel Engine,1498,5-Speed,Manual,98.96,215,21.70,BS III,643000.00
Hyundai Elite i20 [2018-2020] Asta 1.2,Hyundai,Elite i20,2018,red,hatchback,29948.00,1st,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Automatic,82,115,18.60,BS V,737000.00
Renault Kwid [2015-2019] RXT Opt,Renault,Kwid,2019,grey,hatchback,22356.00,1st,5,petrol,28,Petrol Engine,799,5-Speed,Manual,53.3,72,25.17,BS V,425000.00
Hyundai i10 [2010-2016] Era Petrol,Hyundai,i10,2011,grey,hatchback,77554.00,1st,5,petrol,35,4 cylinder inline petrol engine,1086,5-Speed,Manual,68.05,99.04,19.81,BS III,330000.00
Kia Seltos HTX G,Kia,Seltos,2020,red,suv,18499.00,1st,5,petrol,50,Smartstream G1.5,1497,6-Speed,Manual,113.4,114,16.80,BS IV,1369000.00
Maruti Suzuki Eeco 5 STR WITH A/C+HTR,Maruti Suzuki,Eeco,2019,grey,muv,27462.00,1st,5,petrol,40,Aluminium 32 bit,1196,5-Speed,Manual,72.42,98,16.11,BS IV,436000.00
Honda WR-V VX i-VTEC,Honda,WR-V,2019,red,suv,53948.00,1st,5,petrol,40,i-VTEC Petrol engine,1199,5-Speed,Manual,88.5,110,16.50,BS IV,883000.00
Kia Seltos GTX Plus,Kia,Seltos,2020,red,suv,20280.00,1st,5,petrol,50,Smartstream G1.4 T-GDi,1353,6-Speed,Manual,138,242,16.10,BS IV,1610000.00
Hyundai Verna Transform [2010-2011] 1.6 SX VTVT,Hyundai,Verna Transform,2011,white,sedan,75713.00,2nd,5,petrol,45,FWD,1599,5-Speed,Automatic,103,147,11.80,BS IV,400000.00
Maruti Suzuki Alto K10 [2014-2019] VXi,Maruti Suzuki,Alto K10,2019,grey,hatchback,35607.00,1st,5,petrol,35,K10B,998,5-Speed,Manual,67,90,24.07,BS V,429000.00
Maruti Suzuki Eeco 5 STR WITH A/C+HTR,Maruti Suzuki,Eeco,2017,silver,muv,75728.00,1st,5,petrol,40,Aluminium 32 bit,1196,5-Speed,Manual,72.42,98,16.11,BS IV,408000.00
Hyundai i10 [2010-2016] Sportz Petrol,Hyundai,i10,2015,white,hatchback,26176.00,2nd,5,petrol,35,DOHC Kappa2 Engine,1197,5-Speed,Manual,78.9,111.8,20.36,BS III,408000.00
Maruti Suzuki Dzire [2017-2020] VXI AMT,Maruti Suzuki,Dzire,2018,blue,sedan,19949.00,1st,5,petrol,37,1.2 Litre Petrol Engine,1197,5-Speed,Automatic,88.5,113,24.12,BS V,739000.00
Renault Duster [2015-2019] 110 PS RXL 4X2 MT,Renault,Duster,2015,red,suv,59680.00,1st,5,diesel,50,1.5 dCI K9K THP Diesel engine,1596,5-Speed,Manual,108,248,19.60,BS V,754000.00
Renault Duster [2015-2019] 110 PS RXL 4X2 MT,Renault,Duster,2015,red,suv,59680.00,1st,5,diesel,50,1.5 dCI K9K THP Diesel engine,1596,5-Speed,Manual,108,248,19.60,BS V,754000.00
Renault Duster [2015-2019] 110 PS RXL 4X2 MT,Renault,Duster,2015,red,suv,59680.00,1st,5,diesel,50,1.5 dCI K9K THP Diesel engine,1461,5-Speed,Manual,108,248,19.60,BS V,754000.00
Renault Duster [2015-2019] 110 PS RXL 4X2 MT,Renault,Duster,2015,red,suv,59680.00,1st,5,diesel,50,1.5 dCI K9K THP Diesel engine,1461,5-Speed,Manual,108,248,19.60,BS V,754000.00
Hyundai Xcent [2014-2017] S Petrol,Hyundai,Xcent,2014,white,sedan,68363.00,1st,5,petrol,43,1.2 Kappa Dual VTVT Petrol,1197,5-Speed,Manual,81,114,19.10,BS IV,461000.00
Renault Triber RXZ AMT,Renault,Triber,2020,red,muv,12256.00,1st,7,petrol,40,1.0L Petrol Engine,999,5-Speed,Automatic,72,96,18.20,BS IV,732000.00
Renault Triber RXZ,Renault,Triber,2019,orange,muv,16554.00,1st,7,petrol,40,1.0L Petrol Engine,999,5-Speed,Manual,71,96,20.00,BS IV,701000.00
Hyundai i10 [2010-2016] Sportz Petrol,Hyundai,i10,2015,silver,hatchback,38156.00,2nd,5,petrol,35,DOHC Kappa2 Engine,1197,5-Speed,Manual,78.9,111.8,20.36,BS III,406000.00
Maruti Suzuki Alto 800 [2012-2016] LXI,Maruti Suzuki,Alto 800,2012,white,hatchback,66016.00,1st,5,petrol,35,F8D Petrol Engine,796,5-Speed,Manual,47.3,69,22.74,BS III,271000.00
Hyundai Eon [2011-2018] Era +,Hyundai,Eon,2013,blue,hatchback,24862.00,1st,5,petrol,32,Petrol Engine,814,5-Speed,Manual,55.2,74.5,21.10,BS IV,293000.00
Toyota Etios [2010-2017] G,Toyota,Etios,2012,silver,sedan,67312.00,2nd,5,petrol,45,4 cylinder petrol engine,1496,5-Speed,Manual,90,132,17.57,BS IV,368000.00
Hyundai Grand i10 [2013-2017] Asta 1.2 Kappa VTVT,Hyundai,Grand i10,2013,red,hatchback,68842.00,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82,114,18.90,BS IV,447000.00
Honda WR-V i-DTEC VX,Honda,WR-V,2018,brown,suv,48924.00,1st,5,diesel,40,i-DTEC Diesel engine,1498,6-Speed,Manual,97.89,200,23.70,BS IV,912000.00
Maruti Suzuki Swift Dzire [2008-2012] VXI,Maruti Suzuki,Swift Dzire,2011,grey,sedan,71460.00,1st,5,petrol,43,In-Line Engine,1298,5-Speed,Manual,85.8,114,17.50,BS IV,387000.00
Renault Kwid [2017-2019] RXT 1.0 SCE Special (O),Renault,Kwid,2019,red,hatchback,33661.00,1st,5,petrol,28,Petrol Engine,999,5-Speed,Manual,67,91,23.01,BS V,448000.00
Toyota Yaris [2018-2021] VX CVT,Toyota,Yaris,2020,white,sedan,33394.00,2nd,5,petrol,42,1.5 Dual VVT-i Engine,1596,5-Speed,Manual,105.94,140,18.10,BS IV,1051000.00
Toyota Yaris [2018-2021] VX CVT,Toyota,Yaris,2020,white,sedan,33394.00,2nd,5,petrol,42,1.5 Dual VVT-i Engine,1596,5-Speed,Manual,105.94,140,18.10,BS IV,1051000.00
Toyota Yaris [2018-2021] VX CVT,Toyota,Yaris,2020,white,sedan,33394.00,2nd,5,petrol,42,1.5 Dual VVT-i Engine,1496,5-Speed,Manual,105.94,140,18.10,BS IV,1051000.00
Toyota Yaris [2018-2021] VX CVT,Toyota,Yaris,2020,white,sedan,33394.00,2nd,5,petrol,42,1.5 Dual VVT-i Engine,1496,5-Speed,Manual,105.94,140,18.10,BS IV,1051000.00
Toyota Yaris [2018-2021] J,Toyota,Yaris,2019,brown,sedan,9242.00,1st,5,petrol,42,1.5 Dual VVT-i Engine,1596,6-Speed,Manual,105.94,140,17.18,BS IV,914000.00
Toyota Yaris [2018-2021] J,Toyota,Yaris,2019,brown,sedan,9242.00,1st,5,petrol,42,1.5 Dual VVT-i Engine,1596,6-Speed,Manual,105.94,140,17.18,BS IV,914000.00
Toyota Yaris [2018-2021] J,Toyota,Yaris,2019,brown,sedan,9242.00,1st,5,petrol,42,1.5 Dual VVT-i Engine,1496,6-Speed,Manual,105.94,140,17.18,BS IV,914000.00
Toyota Yaris [2018-2021] J,Toyota,Yaris,2019,brown,sedan,9242.00,1st,5,petrol,42,1.5 Dual VVT-i Engine,1496,6-Speed,Manual,105.94,140,17.18,BS IV,914000.00
Hyundai Verna [2011-2015] Fluidic 1.6 VTVT SX,Hyundai,Verna,2014,white,sedan,88267.00,1st,5,petrol,43,Front Wheel Drive,1591,5-Speed,Automatic,121,158,17.01,BS III,598000.00
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,silver,suv,13185.00,1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,1822000.00
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,silver,suv,13185.00,1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,1822000.00
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,silver,suv,13185.00,1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,1822000.00
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,silver,suv,13185.00,1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,1822000.00
Kia Seltos GTX Plus,Kia,Seltos,2020,white,suv,25450.00,1st,5,petrol,50,Smartstream G1.4 T-GDi,1353,6-Speed,Manual,138,242,16.10,BS IV,1589000.00
Toyota Yaris [2018-2021] VX CVT,Toyota,Yaris,2020,white,sedan,37283.00,2nd,5,petrol,42,1.5 Dual VVT-i Engine,1596,5-Speed,Manual,105.94,140,18.10,BS IV,1027000.00
Toyota Yaris [2018-2021] VX CVT,Toyota,Yaris,2020,white,sedan,37283.00,2nd,5,petrol,42,1.5 Dual VVT-i Engine,1596,5-Speed,Manual,105.94,140,18.10,BS IV,1027000.00
Toyota Yaris [2018-2021] VX CVT,Toyota,Yaris,2020,white,sedan,37283.00,2nd,5,petrol,42,1.5 Dual VVT-i Engine,1496,5-Speed,Manual,105.94,140,18.10,BS IV,1027000.00
Toyota Yaris [2018-2021] VX CVT,Toyota,Yaris,2020,white,sedan,37283.00,2nd,5,petrol,42,1.5 Dual VVT-i Engine,1496,5-Speed,Manual,105.94,140,18.10,BS IV,1027000.00
Maruti Suzuki Ciaz Alpha Petrol,Maruti Suzuki,Ciaz,2019,blue,sedan,41804.00,1st,5,petrol,43,K15 Smart Hybrid Petrol E,1696,5-Speed,Manual,103.25,138,20.65,BS IV,863000.00
Maruti Suzuki Wagon R 1.0 [2010-2019] VXI,Maruti Suzuki,Wagon R 1.0,2011,red,hatchback,72631.00,1st,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,18.90,BS V,315000.00
Renault Kwid [2015-2019] 1.0 RXT Opt,Renault,Kwid,2019,grey,hatchback,37865.00,1st,5,petrol,28,Petrol Engine,999,5-Speed,Manual,67,91,23.01,BS V,433000.00
Hyundai Grand i10 [2013-2017] Sportz 1.2 Kappa VTVT,Hyundai,Grand i10,2014,white,hatchback,72514.00,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82,114,18.90,BS IV,454000.00
Renault Kiger RXT MT Dual Tone,Renault,Kiger,2021,silver,suv,21304.00,1st,5,petrol,40,"1.0L Energy	",1298,5-Speed,Automatic,71,96,19.17,BS IV,807000.00
Maruti Suzuki Swift VXI,Maruti Suzuki,Swift,2021,red,hatchback,7881.00,1st,5,petrol,37,VTVT Engine,1197,5-Speed,Manual,81.8,113,21.21,BS IV,734000.00
Mahindra Scorpio [2014-2017] S6 Plus,Mahindra,Scorpio,2016,black,suv,54656.00,1st,7,diesel,60,4 cylinder mHawk CRDe diesel engine,2179,5-Speed,Manual,120,280,15.40,BS IV,1054000.00
Maruti Suzuki Celerio [2014-2021] VXi AMT,Maruti Suzuki,Celerio,2014,grey,hatchback,39400.00,1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.10,BS IV,449000.00
Skoda Rapid [2011-2016] Elegance 1.6 MPI AT,Skoda,Rapid,2012,silver,sedan,52326.00,1st,5,petrol,55,4 cylinder inline petrol engine,1598,6-Speed,Automatic,103,153,14.30,BS III,538000.00
Hyundai i20 Active [2015-2020] 1.2 SX,Hyundai,i20 Active,2018,brown,crossover,24310.00,1st,5,petrol,45,1.2L Kappa 5 Speed Manual Transmission,1197,5-Speed,Automatic,82,115,17.19,BS V,883000.00
Hyundai Grand i10 [2017-2020] Magna 1.2 Kappa VTVT,Hyundai,Grand i10,2017,silver,hatchback,25966.00,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Automatic,81.86,113.75,18.90,BS V,544000.00
Honda City [2008-2013] V AT,Honda,City,2011,black,sedan,90745.00,1st,5,petrol,42,"1.5L, SOHC, 4-cylinder, i-VTEC",1497,5-Speed,Automatic,118,146,10.40,BS IV,485000.00
Hyundai Venue SX 1.0  Turbo,Hyundai,Venue,2019,blue,suv,21628.00,1st,5,petrol,45,Kappa 1.0 L Turbo GDi Petrol,998,6-Speed,Manual,118.35,171.6,18.27,BS IV,995000.00
Renault Triber RXZ AMT,Renault,Triber,2020,blue,muv,43164.00,1st,7,petrol,40,1.0L Petrol Engine,999,5-Speed,Automatic,72,96,18.20,BS IV,752000.00
Maruti Suzuki Alto [2010-2013] LXI,Maruti Suzuki,Alto,2011,black,hatchback,16061.00,2nd,5,petrol,35,In-Line Engine,796,5-Speed,Manual,46.3,62,19.70,BS IV,266000.00
Hyundai Xcent [2014-2017] SX AT (O) Petrol,Hyundai,Xcent,2015,blue,sedan,65025.00,1st,5,petrol,43,1.2 Kappa Dual VTVT Petrol,1197,4-Speed,Automatic,81,114,16.10,BS IV,551000.00
Hyundai Grand i10 [2013-2017] Sportz 1.2 Kappa VTVT,Hyundai,Grand i10,2014,black,hatchback,26974.00,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82,114,18.90,BS IV,477000.00
Maruti Suzuki Swift Dzire [2012-2017] VXi,Maruti Suzuki,Swift Dzire,2013,beige,sedan,23778.00,1st,5,petrol,42,K Series VVT Engine,1197,5-Speed,Manual,85.8,114,19.10,BS IV,523000.00
Hyundai Verna SX Opt IVT Petrol,Hyundai,Verna,2020,black,sedan,7594.00,1st,5,petrol,45,"1.5 l MPi	",1497,5-Speed,Automatic,113,144,18.40,BS IV,1422000.00
Maruti Suzuki Alto 800 Vxi Plus,Maruti Suzuki,Alto 800,2020,blue,hatchback,21075.00,1st,5,petrol,35,F8D Petrol Engine,796,5-Speed,Manual,47.3,69,22.05,BS IV,430000.00
Toyota Yaris [2018-2021] J,Toyota,Yaris,2020,brown,sedan,7122.00,1st,5,petrol,42,1.5 Dual VVT-i Engine,1596,6-Speed,Manual,105.94,140,17.18,BS IV,894000.00
Toyota Yaris [2018-2021] J,Toyota,Yaris,2020,brown,sedan,7122.00,1st,5,petrol,42,1.5 Dual VVT-i Engine,1596,6-Speed,Manual,105.94,140,17.18,BS IV,894000.00
Toyota Yaris [2018-2021] J,Toyota,Yaris,2020,brown,sedan,7122.00,1st,5,petrol,42,1.5 Dual VVT-i Engine,1496,6-Speed,Manual,105.94,140,17.18,BS IV,894000.00
Toyota Yaris [2018-2021] J,Toyota,Yaris,2020,brown,sedan,7122.00,1st,5,petrol,42,1.5 Dual VVT-i Engine,1496,6-Speed,Manual,105.94,140,17.18,BS IV,894000.00
MG Motors Hector 1.5 Sharp DCT AT,MG Motors,Hector,2019,red,suv,25219.00,1st,5,petrol,60,FWD,1451,6-Speed,Automatic,141,250,13.96,BS IV,1700000.00
Mahindra Scorpio [2014-2017] S10,Mahindra,Scorpio,2015,blue,suv,94751.00,2nd,7,diesel,60,4 cylinder mHawk CRDe diesel engine,2179,5-Speed,Manual,120,280,15.40,BS IV,914000.00
Maruti Suzuki Ciaz Alpha Petrol,Maruti Suzuki,Ciaz,2020,blue,sedan,26246.00,1st,5,petrol,43,K15 Smart Hybrid Petrol E,1696,5-Speed,Manual,103.25,138,20.65,BS IV,971000.00
Maruti Suzuki Ciaz [2014-2017] ZXi AT,Maruti Suzuki,Ciaz,2015,brown,sedan,93570.00,2nd,5,petrol,43, K 14B VVT,1373,4-Speed,Automatic,91,130,19.12,BS IV,593000.00
Maruti Suzuki Swift Dzire [2012-2017] VXI AT,Maruti Suzuki,Swift Dzire,2014,white,sedan,70563.00,2nd,5,petrol,42,K Series VVT Engine,1197,4-Speed,Automatic,85.8,114,19.10,BS IV,499000.00
Ford Freestyle [2017-2021] Titanium 1.2,Ford,Freestyle,2020,golden,crossover,14965.00,1st,5,petrol,42,1.2 litre Petrol Engine,1298,5-Speed,Automatic,94.93,119,18.50,BS IV,728000.00
Renault Kwid [2015-2019] RXE,Renault,Kwid,2015,bronze,hatchback,33390.00,1st,5,petrol,28,Petrol Engine,799,5-Speed,Manual,53.3,72,25.17,BS V,287000.00
Maruti Suzuki Ritz [2009-2012] VXI,Maruti Suzuki,Ritz,2011,brown,hatchback,53349.00,1st,5,petrol,45,KB Series,1197,5-Speed,Manual,85,113,18.50,BS IV,373000.00
Maruti Suzuki Celerio [2014-2021] VXi AMT,Maruti Suzuki,Celerio,2014,silver,hatchback,87635.00,1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.10,BS IV,404000.00
Maruti Suzuki Wagon R 1.0 [2010-2019] VXI,Maruti Suzuki,Wagon R 1.0,2011,grey,hatchback,77919.00,1st,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,18.90,BS V,318000.00
Ford EcoSport [2015-2017] Titanium 1.5L Ti-VCT AT,Ford,EcoSport,2017,white,suv,84118.00,1st,5,petrol,52,1.5L Ti-VCT (Petrol),1499,6-Speed,Automatic,110,140,16.50,BS IV,727000.00
Hyundai New Santro 1.1 Era Executive,Hyundai,New Santro 1.1,2018,white,hatchback,22735.00,1st,5,petrol,35,1.1 L Petrol,1086,5-Speed,Manual,68.07,99.07,20.30,BS IV,447000.00
Hyundai Creta [2015-2018] 1.6 SX,Hyundai,Creta,2017,black,suv,50749.00,1st,5,diesel,60,U2 VGT CRDi,1582,6-Speed,Manual,126,265,19.67,BS IV,1150000.00
Honda Mobilio [2014-2017] S Petrol,Honda,Mobilio,2015,red,muv,45754.00,2nd,7,petrol,42,1.5L i-VTEC,1497,5-Speed,Manual,118,145,17.30,BS IV,605000.00
Mahindra Scorpio [2014-2017] S10 AT,Mahindra,Scorpio,2015,white,suv,72696.00,1st,7,diesel,60,4 cylinder mHawk CRDe diesel engine,2179,6-Speed,Automatic,120,280,15.40,BS IV,1117000.00
Hyundai Grand i10 [2013-2017] Asta AT 1.2 Kappa VTVT,Hyundai,Grand i10,2015,orange,hatchback,99001.00,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,4-Speed,Automatic,82,114,18.90,BS IV,506000.00
Hyundai Elite i20 [2014-2018] Sportz 1.2,Hyundai,Elite i20,2017,blue,hatchback,85933.00,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.60,BS IV,610000.00
Datsun GO [2014-2019] T,Datsun,GO,2014,red,hatchback,55890.00,2nd,5,petrol,35,DOHC with Dual VTVT,1798,5-Speed,Manual,67.05,104,19.02,BS V,290000.00
Volkswagen Vento [2010-2015] Highline Petrol AT,Volkswagen,Vento,2013,black,sedan,88105.00,1st,5,petrol,55,4 cylinder inline,1598,6-Speed,Automatic,103,153,14.40,BS III,542000.00
MG Motors Hector 1.5 Sharp DCT AT,MG Motors,Hector,2019,black,suv,20761.00,1st,5,petrol,60,FWD,1451,6-Speed,Automatic,141,250,13.96,BS IV,1720000.00
Maruti Suzuki Ritz [2012-2017] Zxi,Maruti Suzuki,Ritz,2016,white,hatchback,56280.00,1st,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85,113,18.50,BS IV,523000.00
Honda WR-V VX i-VTEC,Honda,WR-V,2017,grey,suv,37043.00,1st,5,petrol,40,i-VTEC Petrol engine,1199,5-Speed,Manual,88.5,110,16.50,BS IV,745000.00
Mahindra Scorpio [2014-2017] S10 AT,Mahindra,Scorpio,2015,white,suv,79576.00,1st,7,diesel,60,4 cylinder mHawk CRDe diesel engine,2179,6-Speed,Automatic,120,280,15.40,BS IV,1052000.00
Hyundai Fluidic Verna 4S [2015-2018] 1.6 VTVT SX,Hyundai,Fluidic Verna 4S,2017,white,sedan,29759.00,1st,5,petrol,43,1.6L Gamma VTVT 5 Speed Manual Transmission,1591,5-Speed,Manual,121,158,17.40,BS IV,854000.00
Ford EcoSport [2015-2017] Titanium 1.5L Ti-VCT,Ford,EcoSport,2017,red,suv,28559.00,1st,5,petrol,52,1.5L Ti-VCT (Petrol),1499,5-Speed,Manual,110,140,15.80,BS IV,788000.00
Maruti Suzuki Ritz [2012-2017] Vxi,Maruti Suzuki,Ritz,2013,white,hatchback,18214.00,1st,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85,113,18.50,BS IV,460000.00
Hyundai Elite i20 [2014-2018] Asta 1.4 CRDI,Hyundai,Elite i20,2015,white,hatchback,92256.00,1st,5,diesel,45,U2 CRDI Diesel Engine,1396,6-Speed,Manual,88.73,219.7,22.54,BS IV,689000.00
Honda Mobilio [2014-2017] V Petrol,Honda,Mobilio,2015,silver,muv,42933.00,2nd,7,petrol,42,1.5L i-VTEC,1497,5-Speed,Manual,118,145,17.30,BS IV,638000.00
Hyundai Verna SX Opt IVT Petrol,Hyundai,Verna,2020,blue,sedan,18146.00,1st,5,petrol,45,"1.5 l MPi	",1497,5-Speed,Automatic,113,144,18.40,BS IV,1458000.00
Hyundai Elite i20 [2014-2018] Asta 1.4 CRDI (O),Hyundai,Elite i20,2016,red,hatchback,29602.00,1st,5,diesel,45,U2 CRDI Diesel Engine,1396,6-Speed,Manual,88.73,219.7,22.54,BS IV,814000.00
MG Motors Hector 1.5 Sharp DCT AT,MG Motors,Hector,2020,silver,suv,26994.00,1st,5,petrol,60,FWD,1451,6-Speed,Automatic,141,250,13.96,BS IV,1774000.00
Maruti Suzuki Ritz [2012-2017] Vxi,Maruti Suzuki,Ritz,2013,white,hatchback,47642.00,2nd,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85,113,18.50,BS IV,455000.00
Maruti Suzuki Alto K10 [2010-2014] VXi,Maruti Suzuki,Alto K10,2012,red,hatchback,67041.00,1st,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,20.92,BS IV,314000.00
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,red,suv,30234.00,1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,2019000.00
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,red,suv,30234.00,1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,2019000.00
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,red,suv,30234.00,1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,2019000.00
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,red,suv,30234.00,1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,2019000.00
Hyundai Elite i20 [2014-2018] Asta 1.4 CRDI,Hyundai,Elite i20,2017,white,hatchback,33545.00,1st,5,diesel,45,U2 CRDI Diesel Engine,1396,6-Speed,Manual,88.73,219.7,22.54,BS IV,876000.00
Toyota Etios Liva [2010-2017] V,Toyota,Etios Liva,2012,silver,hatchback,42200.00,2nd,5,petrol,45,"4-Cylinder 16V, DOHC",1596,5-Speed,Automatic,79,104,17.71,BS IV,423000.00
Toyota Etios Liva [2010-2017] V,Toyota,Etios Liva,2012,silver,hatchback,42200.00,2nd,5,petrol,45,"4-Cylinder 16V, DOHC",1596,5-Speed,Automatic,79,104,17.71,BS IV,423000.00
Toyota Etios Liva [2010-2017] V,Toyota,Etios Liva,2012,silver,hatchback,42200.00,2nd,5,petrol,45,"4-Cylinder 16V, DOHC",1496,5-Speed,Manual,79,104,17.71,BS IV,423000.00
Toyota Etios Liva [2010-2017] V,Toyota,Etios Liva,2012,silver,hatchback,42200.00,2nd,5,petrol,45,"4-Cylinder 16V, DOHC",1496,5-Speed,Manual,79,104,17.71,BS IV,423000.00
Hyundai Verna [2017-2020] 1.6 VTVT SX (O) AT,Hyundai,Verna,2017,white,sedan,48583.00,1st,5,petrol,45,VTVT Petrol Engine,1591,6-Speed,Automatic,121.3,151,17.00,BS V,1100000.00
Hyundai i10 [2010-2016] Sportz Petrol,Hyundai,i10,2014,grey,hatchback,98109.00,1st,5,petrol,35,DOHC Kappa2 Engine,1197,5-Speed,Manual,78.9,111.8,20.36,BS III,411000.00
Hyundai i10 [2010-2016] Magna 1.2 Petrol,Hyundai,i10,2011,red,hatchback,70581.00,2nd,5,petrol,35,Kappa Petrol Engine,1197,5-Speed,Manual,78.9,111.7,20.36,BS III,340000.00
